KF4 Log
z Pzz v Pvv atrue Paa abias Pbb
90897.1 14.4 -75.8 301.6 111.9 35777.3 -2.3 103.8
90896.4 14.4 -70.1 301.6 240.1 35777.3 -2.6 103.6
90896.2 14.4 -61.0 301.5 287.9 35777.3 -3.0 103.4
90897.3 14.4 -47.7 301.5 288.1 35777.3 -3.7 103.2
90897.1 14.4 -40.5 301.5 197.6 35777.3 -3.9 103.0
90896.2 14.4 -38.2 301.5 -2.3 35777.3 -3.9 102.8
90894.9 14.4 -41.0 301.5 -126.5 35777.3 -3.8 102.6
90892.9 14.4 -46.8 301.5 -31.1 35777.3 -3.4 102.4
90891.2 14.4 -48.8 301.4 84.6 35777.3 -3.1 102.2
90890.8 14.4 -45.9 301.4 9.2 35777.3 -3.3 102.0
90892.1 14.4 -39.9 301.4 -155.6 35777.3 -4.0 101.8
90888.7 14.4 -53.0 301.4 -369.4 35777.3 -3.2 101.6
90887.3 14.4 -62.3 301.4 -537.6 35777.3 -3.1 101.4
90884.2 14.4 -79.1 301.3 -557.5 35777.3 -2.6 101.2
90885.9 14.4 -77.7 301.3 -378.5 35777.3 -3.7 101.0
90886.7 14.4 -76.7 301.3 -281.2 35777.3 -4.4 100.8
90886.2 14.4 -79.8 301.3 -462.6 35777.3 -4.8 100.6
90885.2 14.4 -88.8 301.3 -702.7 35777.3 -5.0 100.4
90883.8 14.4 -101.8 301.3 -793.8 35777.3 -5.2 100.2
90879.5 14.4 -123.6 301.2 -672.8 35777.3 -4.5 100.0
90877.8 14.4 -132.2 301.2 -407.9 35777.3 -4.8 99.8
90875.2 14.4 -138.2 301.2 -182.8 35777.3 -4.8 99.6
90873.1 14.4 -140.0 301.2 -222.4 35777.3 -5.0 99.4
90872.9 14.4 -136.9 301.2 -397.0 35777.3 -5.9 99.2
90870.6 14.4 -143.3 301.2 -403.0 35777.3 -6.0 99.0
90866.1 14.4 -155.5 301.1 -294.6 35777.3 -5.6 98.8
90863.8 14.4 -160.5 301.1 -534.1 35777.3 -5.8 98.6
90861.1 14.4 -168.6 301.1 -476.8 35777.3 -6.0 98.5
90856.5 14.4 -179.4 301.1 -163.7 35777.3 -5.7 98.3
90852.7 14.4 -183.8 301.1 -199.7 35777.3 -5.6 98.1
90850.2 14.4 -185.0 301.1 -349.4 35777.3 -6.0 97.9
90845.9 14.4 -192.6 301.0 -204.3 35777.3 -5.8 97.7
90843.6 14.4 -184.9 301.0 633.9 35777.3 -6.3 97.5
90837.5 14.4 -175.9 301.0 1276.0 35777.3 -5.5 97.3
90830.7 14.4 -163.2 301.0 1108.7 35777.3 -4.4 97.2
90826.0 14.4 -151.6 301.0 450.2 35777.3 -3.9 97.0
90824.3 14.4 -142.4 301.0 -75.1 35777.3 -4.3 96.8
90820.7 14.4 -147.2 301.0 -220.4 35777.3 -4.1 96.6
90818.9 14.4 -146.7 300.9 -65.1 35777.3 -4.4 96.4
90816.1 14.4 -144.8 300.9 294.6 35777.3 -4.5 96.2
90817.1 14.4 -124.9 300.9 477.7 35777.3 -5.6 96.1
90811.0 14.4 -127.6 300.9 461.9 35777.3 -4.5 95.9
90806.9 14.4 -124.4 300.9 371.2 35777.3 -4.0 95.7
90803.6 14.4 -121.0 300.9 234.7 35777.3 -3.7 95.5
90800.0 14.4 -121.4 300.8 97.8 35777.3 -3.4 95.4
90798.7 14.4 -115.8 300.8 90.6 35777.3 -3.7 95.2
90795.4 14.4 -116.3 300.8 203.8 35777.3 -3.4 95.0
90790.9 14.4 -118.3 300.8 397.7 35777.3 -2.7 94.8
90787.2 14.4 -113.8 300.8 525.1 35777.3 -2.3 94.7
90784.7 14.4 -104.9 300.8 482.3 35777.3 -2.2 94.5
90782.0 14.4 -98.5 300.8 347.9 35777.3 -2.0 94.3
90780.4 14.4 -92.4 300.7 93.7 35777.3 -2.1 94.1
90779.4 14.4 -88.4 300.7 -6.1 35777.3 -2.3 94.0
90777.2 14.4 -89.7 300.7 17.6 35777.3 -2.2 93.8
90775.9 14.4 -87.5 300.7 83.7 35777.3 -2.3 93.6
90772.7 14.4 -89.4 300.7 236.2 35777.3 -1.9 93.5
90772.2 14.4 -80.5 300.7 260.3 35777.3 -2.3 93.3
90771.5 14.4 -73.1 300.6 169.9 35777.3 -2.5 93.1
90772.1 14.4 -64.2 300.6 25.1 35777.3 -3.1 92.9
90770.0 14.4 -67.0 300.6 -53.0 35777.3 -2.9 92.8
90767.6 14.4 -70.7 300.6 40.2 35777.3 -2.6 92.6
90764.8 14.4 -72.8 300.6 273.5 35777.3 -2.2 92.4
90762.5 14.4 -69.7 300.6 346.3 35777.3 -1.9 92.3
90760.9 14.4 -64.1 300.6 285.8 35777.3 -1.8 92.1
90759.2 14.4 -60.9 300.5 147.3 35777.3 -1.7 92.0
90754.4 14.4 -70.5 300.5 54.5 35777.3 -0.6 91.8
90754.3 14.4 -65.3 300.5 20.2 35777.3 -1.0 91.6
90752.7 14.4 -66.3 300.5 -5.3 35777.3 -0.9 91.5
90751.6 14.4 -65.3 300.5 58.1 35777.3 -1.0 91.3
90751.8 14.4 -58.1 300.5 190.7 35777.3 -1.4 91.1
90749.6 14.4 -57.2 300.5 252.8 35777.3 -1.1 91.0
90746.6 14.4 -59.3 300.4 169.5 35777.3 -0.5 90.8
90746.4 14.4 -53.1 300.4 101.8 35777.3 -0.8 90.7
90746.9 14.4 -46.3 300.4 70.7 35777.3 -1.3 90.5
90747.7 14.4 -39.5 300.4 53.5 35777.3 -1.8 90.3
90744.4 14.4 -46.5 300.4 76.9 35777.3 -1.0 90.2
90743.8 14.4 -43.6 300.4 114.4 35777.3 -1.1 90.0
90744.7 14.4 -35.2 300.4 149.2 35777.3 -1.6 89.9
90747.3 14.4 -21.1 300.4 219.1 35777.3 -2.6 89.7
90749.2 14.4 -8.5 300.3 301.7 35777.3 -3.2 89.6
90749.0 14.4 -2.7 300.3 331.3 35777.3 -3.2 89.4
90751.0 14.4 10.7 300.3 345.3 35777.3 -3.8 89.3
90752.9 14.4 23.1 300.3 356.3 35777.3 -4.2 89.1
90752.1 14.4 26.0 300.3 394.5 35777.3 -3.8 88.9
90753.1 14.4 35.5 300.3 429.2 35777.3 -4.0 88.8
90753.9 14.4 44.4 300.3 468.3 35777.3 -4.0 88.6
90754.9 14.4 53.8 300.2 468.8 35777.3 -4.0 88.5
90757.0 14.4 66.1 300.2 446.5 35777.3 -4.2 88.3
90756.7 14.4 69.0 300.2 402.9 35777.3 -3.7 88.2
90758.0 14.4 76.4 300.2 373.9 35777.3 -3.7 88.0
90761.0 14.4 88.5 300.2 390.6 35777.3 -4.1 87.9
90763.4 14.4 97.9 300.2 345.5 35777.3 -4.3 87.7
90764.0 14.4 99.3 300.2 261.4 35777.3 -3.8 87.6
90766.8 14.4 106.7 300.2 196.0 35777.3 -4.1 87.4
90770.0 14.4 113.3 300.1 133.0 35777.3 -4.3 87.3
90771.0 14.4 111.5 300.1 72.7 35777.3 -4.0 87.1
90773.5 14.4 114.0 300.1 119.5 35777.3 -4.1 87.0
90778.1 14.4 124.4 300.1 185.5 35777.3 -4.7 86.9
90782.0 14.4 132.6 300.1 183.7 35777.3 -5.1 86.7
90785.8 14.4 139.4 300.1 114.3 35777.3 -5.4 86.6
90786.2 14.4 133.4 300.1 37.3 35777.3 -4.7 86.4
90788.8 14.4 133.1 300.1 -45.9 35777.3 -4.7 86.3
90791.0 14.4 130.3 300.0 -120.0 35777.3 -4.6 86.1
90792.3 14.4 123.5 300.0 -146.0 35777.3 -4.2 86.0
90794.4 14.4 119.6 300.0 -138.9 35777.3 -4.2 85.8
90794.2 14.4 108.2 300.0 -150.0 35777.3 -3.4 85.7
90798.7 14.4 112.6 300.0 -185.1 35777.3 -4.1 85.6
90802.5 14.4 114.5 300.0 -127.5 35777.3 -4.5 85.4
90804.2 14.4 110.4 300.0 -92.0 35777.3 -4.4 85.3
90807.0 14.4 110.5 300.0 -126.7 35777.3 -4.5 85.1
90808.7 14.4 105.8 299.9 -195.0 35777.3 -4.4 85.0
90812.8 14.4 107.6 299.9 -322.4 35777.3 -5.0 84.9
90814.3 14.3 98.5 299.9 -416.6 35777.3 -4.8 84.7
90816.3 14.3 90.6 299.9 -403.5 35777.3 -4.8 84.6
90819.2 14.3 87.0 299.9 -333.5 35777.3 -5.2 84.5
90822.4 14.3 86.1 299.9 -196.7 35777.3 -5.5 84.3
90822.0 14.3 76.0 299.9 -126.6 35777.3 -5.0 84.2
90823.9 14.3 75.2 299.9 -88.1 35777.3 -5.1 84.0
90827.2 14.3 79.1 299.8 -91.8 35777.3 -5.6 83.9
90830.2 14.3 82.0 299.8 -103.7 35777.3 -6.0 83.8
90832.3 14.3 81.6 299.8 -102.4 35777.3 -6.1 83.6
90830.8 14.3 69.6 299.8 -70.7 35777.3 -5.3 83.5
90830.2 14.3 62.1 299.8 7.4 35777.3 -4.7 83.4
90832.0 14.3 64.1 299.8 13.3 35777.3 -4.9 83.2
90831.9 14.3 59.4 299.8 -51.0 35777.3 -4.5 83.1
90832.1 14.3 54.8 299.8 -112.0 35777.3 -4.3 83.0
90836.0 14.3 61.8 299.8 -122.9 35777.3 -5.0 82.8
90834.9 14.3 52.3 299.7 -64.3 35777.3 -4.4 82.7
90834.7 14.3 47.0 299.7 -20.5 35777.3 -4.1 82.6
